Username,ID,Post Title,Post Date,Post Link
Bert Zangle,214243,Unclear why (first order) satisfiability undecidable and not semi-decidable.,2015-06-16 18:42:00,https://math.stackexchange.com/questions/1327885/unclear-why-first-order-satisfiability-undecidable-and-not-semi-decidable
Bert Zangle,214243,How is a formal system including only a first-order axiomatization of induction stronger than a system without?,2015-06-12 16:33:00,https://math.stackexchange.com/questions/1322840/how-is-a-formal-system-including-only-a-first-order-axiomatization-of-induction
Bert Zangle,214243,Why is $\omega$-consistency needed in G&#246;del&#39;s original Incompleteness proof?,2015-06-01 19:50:00,https://math.stackexchange.com/questions/1308307/why-is-omega-consistency-needed-in-g%c3%b6dels-original-incompleteness-proof
Bert Zangle,214243,Choice function for collection of arbitrary finite sets. AC required?,2015-05-19 15:38:00,https://math.stackexchange.com/questions/1289709/choice-function-for-collection-of-arbitrary-finite-sets-ac-required
Bert Zangle,214243,"Which mistake(s) in my argument re: representability, definability and the halting problem?",2015-04-22 16:32:00,https://math.stackexchange.com/questions/1246898/which-mistakes-in-my-argument-re-representability-definability-and-the-halti
Bert Zangle,214243,Is there a &quot;strong&quot; version of the axiom of choice?,2015-02-09 19:44:00,https://math.stackexchange.com/questions/1141051/is-there-a-strong-version-of-the-axiom-of-choice
Calvin Lin,54563,"For what $n$ can we find a degree $\leq n-2$ polynomial such that $P(i) \in \{0 , 1 \}$ for $i \in [n]$, but not all identical.",2023-02-22 01:12:00,https://math.stackexchange.com/questions/4643975/for-what-n-can-we-find-a-degree-leq-n-2-polynomial-such-that-pi-in-0
Calvin Lin,54563,Find all positive integers $n$ for which the equation $x + y + u + v = n \sqrt{ xyuv }$ has a solution in positive integers.,2020-03-28 19:06:00,https://math.stackexchange.com/questions/3599255/find-all-positive-integers-n-for-which-the-equation-x-y-u-v-n-sqrt
Calvin Lin,54563,Density of $ \{rn^2\} $,2017-06-27 13:15:00,https://math.stackexchange.com/questions/2338089/density-of-rn2
Calvin Lin,54563,Integer solutions to $ n^2 + 1 = 2 \times 5^m$,2015-02-16 00:56:00,https://math.stackexchange.com/questions/1149851/integer-solutions-to-n2-1-2-times-5m
Calvin Lin,54563,"Integer ordered pairs (x,y) satisfying $x^2 - y! = N$",2013-10-02 14:33:00,https://math.stackexchange.com/questions/512233/integer-ordered-pairs-x-y-satisfying-x2-y-n
Calvin Lin,54563,Collection of surprising identities and equations.,2013-09-26 00:45:00,https://math.stackexchange.com/questions/505367/collection-of-surprising-identities-and-equations
Calvin Lin,54563,When is $2^n \pm 1$ a perfect power,2013-09-21 19:37:00,https://math.stackexchange.com/questions/500616/when-is-2n-pm-1-a-perfect-power
Calvin Lin,54563,Comparing sums of surds without any aids,2013-08-15 00:42:00,https://math.stackexchange.com/questions/467866/comparing-sums-of-surds-without-any-aids
Calvin Lin,54563,Possible values of difference of 2 primes,2013-08-07 22:19:00,https://math.stackexchange.com/questions/462318/possible-values-of-difference-of-2-primes
Calvin Lin,54563,Different meanings of math terms in different countries,2013-07-18 19:11:00,https://math.stackexchange.com/questions/446811/different-meanings-of-math-terms-in-different-countries
Calvin Lin,54563,Odd perfect squares whose decimal representation consist only of 1&#39;s and o&#39;s,2013-07-05 22:47:00,https://math.stackexchange.com/questions/437110/odd-perfect-squares-whose-decimal-representation-consist-only-of-1s-and-os
Calvin Lin,54563,"For polynomial $f$, does $f$(rational) = rational$^2$ always imply that $f(x) = g(x)^2$?",2013-07-03 23:28:00,https://math.stackexchange.com/questions/435693/for-polynomial-f-does-frational-rational2-always-imply-that-fx
Calvin Lin,54563,Expected value of $|H-T|$ in $n$ coin flips,2013-05-13 18:54:00,https://math.stackexchange.com/questions/390655/expected-value-of-h-t-in-n-coin-flips
Calvin Lin,54563,Possible values of prime gaps,2013-04-12 19:18:00,https://math.stackexchange.com/questions/359772/possible-values-of-prime-gaps
Calvin Lin,54563,Resource for Vieta root jumping,2013-01-28 06:35:00,https://math.stackexchange.com/questions/288715/resource-for-vieta-root-jumping
Calvin Lin,54563,Order of nontrivial elements is 2 implies Abelian group,2013-01-11 01:14:00,https://math.stackexchange.com/questions/275544/order-of-nontrivial-elements-is-2-implies-abelian-group
Calvin Lin,54563,Number of circles in configuration,2013-01-09 08:11:00,https://math.stackexchange.com/questions/273348/number-of-circles-in-configuration
Cleo,97378,"Integral $\int_0^\infty\left(x+5\,x^5\right)\operatorname{erfc}\left(x+x^5\right)\,dx$",2013-09-28 19:02:00,https://math.stackexchange.com/questions/508087/integral-int-0-infty-leftx5-x5-right-operatornameerfc-leftxx5-right
Cleo,97378,An integral involving Airy functions $\int_0^\infty\frac{x^p}{\operatorname{Ai}^2 x + \operatorname{Bi}^2 x}\mathrm dx$,2013-09-28 00:43:00,https://math.stackexchange.com/questions/507425/an-integral-involving-airy-functions-int-0-infty-fracxp-operatornameai
Eesu,65450,&#191;What mistakes can be made when differentiating power series (e.g $\sin x$ power series)?,2015-09-04 09:18:00,https://math.stackexchange.com/questions/1421745/what-mistakes-can-be-made-when-differentiating-power-series-e-g-sin-x-power
Eesu,65450,What is $(26+15(3)^{1/2})^{1/3}+(26-15(3)^{1/2})^{1/3}$?,2013-04-26 22:28:00,https://math.stackexchange.com/questions/373918/what-is-261531-21-326-1531-21-3
Eesu,65450,Find $\int_{0}^{2\pi} \sqrt{2+2\sin x}dx$,2013-03-07 05:20:00,https://math.stackexchange.com/questions/323284/find-int-02-pi-sqrt22-sin-xdx
FDP,186817,$\int_0^1 \frac{\arcsin x\arccos x}{x}dx$,2022-07-25 20:53:00,https://math.stackexchange.com/questions/4500073/int-01-frac-arcsin-x-arccos-xxdx
FDP,186817,Computation of $\int_0^1 \frac{\arctan^2 x\ln x}{1+x}dx$,2021-07-11 21:13:00,https://math.stackexchange.com/questions/4196102/computation-of-int-01-frac-arctan2-x-ln-x1xdx
FDP,186817,Evaluating $\int_0^1 \frac{\ln x\text{Li}_2(1-x)}{1+x}dx$,2020-08-06 14:10:00,https://math.stackexchange.com/questions/3781992/evaluating-int-01-frac-ln-x-textli-21-x1xdx
FDP,186817,Evaluating $\int_0^1 \frac{\ln x\ln(1+x^2)\arctan x}{x}dx$,2020-07-30 06:23:00,https://math.stackexchange.com/questions/3774212/evaluating-int-01-frac-ln-x-ln1x2-arctan-xxdx
FDP,186817,$\int_0^1\frac{\ln\left(1-t\right)\ln^3 t}{2-t}dt$,2020-07-23 16:27:00,https://math.stackexchange.com/questions/3766845/int-01-frac-ln-left1-t-right-ln3-t2-tdt
FDP,186817,"Evaluate $\int_0^1 \frac{\arctan x\ln^2 x}{1+x^2}\,dx$",2019-12-30 21:25:00,https://math.stackexchange.com/questions/3492573/evaluate-int-01-frac-arctan-x-ln2-x1x2-dx
FDP,186817,"$\int_0^\infty \frac{\ln\left(1+x-\sqrt{2x}\right)}{1+x^2}\,dx$",2019-07-27 16:15:00,https://math.stackexchange.com/questions/3305736/int-0-infty-frac-ln-left1x-sqrt2x-right1x2-dx
FDP,186817,Integral $\int_0^1\frac{\ln(1+x)}{1+x^2}\left(\frac{3\arctan x}{x}+2\ln x\right)dx$,2019-07-04 22:05:00,https://math.stackexchange.com/questions/3283452/integral-int-01-frac-ln1x1x2-left-frac3-arctan-xx2-ln-x-right
FDP,186817,"Is it true that $\frac{1}{\pi^{2n+1}} \int_0^{\theta} \ln^{2n}\left(\frac{\sin x}{\sin\left(\theta-x\right)}\right)\,dx$ is a rational...",2018-09-25 20:10:00,https://math.stackexchange.com/questions/2930728/is-it-true-that-frac1-pi2n1-int-0-theta-ln2n-left-frac-sin-x
FDP,186817,Alternative computation of $\int_0^1 \frac{\ln^2(1-x^4)}{1+x^2}dx$,2018-02-13 11:18:00,https://math.stackexchange.com/questions/2648737/alternative-computation-of-int-01-frac-ln21-x41x2dx
FDP,186817,Evaluating $\int_0^{\pi/4} \ln(\tan x)\ln(\cos x-\sin x)dx=\frac{G\ln 2}{2}$,2016-08-19 09:50:00,https://math.stackexchange.com/questions/1896955/evaluating-int-0-pi-4-ln-tan-x-ln-cos-x-sin-xdx-fracg-ln-22
FDP,186817,Evaluation of $4\int_0^{+\infty} \frac{\left(\sinh\left(\frac{x}{8}\right)\right)^2}{x(e^x-1)}dx$,2016-07-18 13:00:00,https://math.stackexchange.com/questions/1863100/evaluation-of-4-int-0-infty-frac-left-sinh-left-fracx8-right-right
FDP,186817,Evaluating $\int_0^{\tfrac{\pi}{4}}\ln(\cos x-\sin x)\ln(\cos x) dx - \int_0^{\tfrac{\pi}{4}}\ln(\cos x+\sin x)\ln(\sin x)dx=\frac{G\ln 2}{2}$,2016-07-06 11:32:00,https://math.stackexchange.com/questions/1850830/evaluating-int-0-tfrac-pi4-ln-cos-x-sin-x-ln-cos-x-dx-int-0-t
FDP,186817,Evaluating $\int_0^1 \frac{\arctan x \log x}{1+x}dx$,2016-06-28 09:56:00,https://math.stackexchange.com/questions/1842284/evaluating-int-01-frac-arctan-x-log-x1xdx
FDP,186817,Formulae for Catalan&#39;s constant.,2016-01-11 18:13:00,https://math.stackexchange.com/questions/1608375/formulae-for-catalans-constant
Henry,130750,"Number of ways to arrange objects in a circle, some of which may be identical",2021-07-31 07:04:00,https://math.stackexchange.com/questions/4213424/number-of-ways-to-arrange-objects-in-a-circle-some-of-which-may-be-identical
Henry,130750,Proving $\lim_{x \to 1^{-}} (1-x)^{r+1} \int_{1}^{\infty} s^r x^s ds = \int_{0}^{\infty} s^r e^{-s}ds$,2021-06-15 05:15:00,https://math.stackexchange.com/questions/4173382/proving-lim-x-to-1-1-xr1-int-1-infty-sr-xs-ds-int-0
Henry,130750,Prove that the fundamental unit of the real quadratic field $\mathbb{Q}(\sqrt{m^2 - 1})$ is $m+\sqrt{m^2 - 1}$ if $m^2-1$ is square free,2021-04-29 14:29:00,https://math.stackexchange.com/questions/4121001/prove-that-the-fundamental-unit-of-the-real-quadratic-field-mathbbq-sqrtm
Henry,130750,Represent this ordered pair using a function,2021-02-25 19:55:00,https://math.stackexchange.com/questions/4039917/represent-this-ordered-pair-using-a-function
Henry,130750,The general proposition of Fermat,2018-12-07 04:07:00,https://math.stackexchange.com/questions/3029449/the-general-proposition-of-fermat
Henry,130750,Proof of a bizarre identity,2018-10-29 08:58:00,https://math.stackexchange.com/questions/2975881/proof-of-a-bizarre-identity
Henry,130750,Inverse of a specific matrix,2018-09-19 02:01:00,https://math.stackexchange.com/questions/2922279/inverse-of-a-specific-matrix
Henry,130750,Combinatorial Proof of the following Binomial identity,2018-08-31 09:29:00,https://math.stackexchange.com/questions/2900523/combinatorial-proof-of-the-following-binomial-identity
Henry,130750,Find all prime ideals of $\mathbb{Z} / n\mathbb{Z} \ [x]$,2018-08-19 19:55:00,https://math.stackexchange.com/questions/2888076/find-all-prime-ideals-of-mathbbz-n-mathbbz-x
Henry,130750,How to integrate this irrational function?,2018-05-22 11:51:00,https://math.stackexchange.com/questions/2791381/how-to-integrate-this-irrational-function
Henry,130750,Bound on the rank of a matrix.,2018-02-24 18:15:00,https://math.stackexchange.com/questions/2664946/bound-on-the-rank-of-a-matrix
Henry,130750,Does bases being disjoint imply subspaces are independent?,2018-02-24 13:46:00,https://math.stackexchange.com/questions/2664630/does-bases-being-disjoint-imply-subspaces-are-independent
Henry,130750,Inequality involving vector spaces,2018-02-23 18:20:00,https://math.stackexchange.com/questions/2663645/inequality-involving-vector-spaces
Henry,130750,Does $x$ always exist?,2018-02-23 07:53:00,https://math.stackexchange.com/questions/2662994/does-x-always-exist
Henry,130750,Inverse of the $n$-by-$n$ matrix $(a_{jk})$ where $a_{jk} = \binom{j-1}{k-1}$,2018-02-21 17:36:00,https://math.stackexchange.com/questions/2660572/inverse-of-the-n-by-n-matrix-a-jk-where-a-jk-binomj-1k-1
Henry,130750,Prove that these vectors span $\mathbb{Q}$,2018-02-14 16:12:00,https://math.stackexchange.com/questions/2650563/prove-that-these-vectors-span-mathbbq
Henry,130750,Problem on Symmetric Groups,2018-01-05 05:40:00,https://math.stackexchange.com/questions/2592649/problem-on-symmetric-groups
Henry,130750,Proof of Product Formula for Groups,2017-12-26 06:22:00,https://math.stackexchange.com/questions/2580406/proof-of-product-formula-for-groups
Henry,130750,Sequence of positive integers.,2017-11-28 10:53:00,https://math.stackexchange.com/questions/2540992/sequence-of-positive-integers
Henry,130750,Euclidean Division and Two Square Theorem,2017-10-01 21:48:00,https://math.stackexchange.com/questions/2453544/euclidean-division-and-two-square-theorem
Henry,130750,A problem from Observations on Arithmetica,2017-09-09 18:53:00,https://math.stackexchange.com/questions/2422992/a-problem-from-observations-on-arithmetica
Henry,130750,Prove a limit property using formal definition,2017-08-22 11:07:00,https://math.stackexchange.com/questions/2402232/prove-a-limit-property-using-formal-definition
Henry,130750,Cardinality of Cartesian product of Binary Sequences,2017-08-13 10:13:00,https://math.stackexchange.com/questions/2392085/cardinality-of-cartesian-product-of-binary-sequences
Henry,130750,Determine the number of ways to choose $a_i$,2017-07-31 15:04:00,https://math.stackexchange.com/questions/2377797/determine-the-number-of-ways-to-choose-a-i
Henry,130750,Finding the general Taylor Series of a function,2017-07-29 21:18:00,https://math.stackexchange.com/questions/2376117/finding-the-general-taylor-series-of-a-function
Henry,130750,Equality of sums of sequences,2017-05-11 20:37:00,https://math.stackexchange.com/questions/2277019/equality-of-sums-of-sequences
Henry,130750,Limit of a product of sequence,2017-04-20 00:43:00,https://math.stackexchange.com/questions/2242721/limit-of-a-product-of-sequence
Henry,130750,Fermat&#39;s method to compute the perimeter of $x^3 = ay^2$,2017-01-04 12:04:00,https://math.stackexchange.com/questions/2083248/fermats-method-to-compute-the-perimeter-of-x3-ay2
Henry,130750,Evaluating a trigonometric integral.,2016-12-19 19:02:00,https://math.stackexchange.com/questions/2064970/evaluating-a-trigonometric-integral
Henry,130750,Evaluating a limit involving summation,2016-07-25 20:02:00,https://math.stackexchange.com/questions/1870979/evaluating-a-limit-involving-summation
Henry,130750,Prove that $f(x+z)$ has $4$ roots $\pm \alpha$ and $\pm \beta$,2016-06-18 05:33:00,https://math.stackexchange.com/questions/1830473/prove-that-fxz-has-4-roots-pm-alpha-and-pm-beta
Henry,130750,Is there an elegant way to evaluate $ I={ \int \sqrt[8]{\frac{x+1}{x}} \ \mathrm{d}x}$?,2016-06-12 17:31:00,https://math.stackexchange.com/questions/1823466/is-there-an-elegant-way-to-evaluate-i-int-sqrt8-fracx1x-mathrm
Henry,130750,Elementary Proof of Ramanujan Master Theorem,2016-06-08 10:52:00,https://math.stackexchange.com/questions/1818312/elementary-proof-of-ramanujan-master-theorem
Henry,130750,Prove that $\sin x \cdot \sin (2x) \cdot \sin(3x) &lt; \tfrac{9}{16}$ for all $x$,2016-05-29 11:08:00,https://math.stackexchange.com/questions/1804426/prove-that-sin-x-cdot-sin-2x-cdot-sin3x-tfrac916-for-all-x
Henry,130750,Factors of the numbers of the form $a^2+nb^2$,2016-05-20 09:37:00,https://math.stackexchange.com/questions/1792782/factors-of-the-numbers-of-the-form-a2nb2
Henry,130750,Show that $|A+A|\geq (2n-1)$,2016-05-18 14:58:00,https://math.stackexchange.com/questions/1790497/show-that-aa-geq-2n-1
Henry,130750,Find the polynomial $p(x)$,2016-05-18 09:56:00,https://math.stackexchange.com/questions/1790178/find-the-polynomial-px
Henry,130750,Finding a formula for the number of functions,2016-05-17 11:41:00,https://math.stackexchange.com/questions/1788848/finding-a-formula-for-the-number-of-functions
Henry,130750,Can composite numbers be uniquely written as a sum of two squares?,2016-05-16 14:56:00,https://math.stackexchange.com/questions/1787667/can-composite-numbers-be-uniquely-written-as-a-sum-of-two-squares
Henry,130750,Slope of axes of a General Conic Section,2016-05-13 13:41:00,https://math.stackexchange.com/questions/1783765/slope-of-axes-of-a-general-conic-section
Henry,130750,"How to evaluate $ \int_{0}^{{\frac{\pi}{2}}} \cos(ax) \cos(a\cos(bx)) \, dx$",2016-05-12 15:03:00,https://math.stackexchange.com/questions/1782471/how-to-evaluate-int-0-frac-pi2-cosax-cosa-cosbx-dx
Henry,130750,What is implied by $f \circ g = g \circ f$?,2016-05-10 15:14:00,https://math.stackexchange.com/questions/1779636/what-is-implied-by-f-circ-g-g-circ-f
Henry,130750,Calculating $\lim_{n \to \infty}\left(\frac{1^n +2^n +3^n + \cdots + n^n}{n^n}\right)$,2016-05-10 14:53:00,https://math.stackexchange.com/questions/1779615/calculating-lim-n-to-infty-left-frac1n-2n-3n-cdots-nnnn-r
Henry,130750,Evaluate $\sum_{r=1}^{\infty} \frac{\sin(r\pi x)}{r \cdot y^r}$,2016-05-04 06:48:00,https://math.stackexchange.com/questions/1770941/evaluate-sum-r-1-infty-frac-sinr-pi-xr-cdot-yr
Henry,130750,Find real roots of the equation,2016-05-04 05:34:00,https://math.stackexchange.com/questions/1770880/find-real-roots-of-the-equation
Henry,130750,Solving a mixed radical and quadratic equation,2016-05-04 04:16:00,https://math.stackexchange.com/questions/1770825/solving-a-mixed-radical-and-quadratic-equation
Henry,130750,Finding all real roots of the equation $(x+1) \sqrt{x+2} + (x+6)\sqrt{x+7} = x^2+7x+12$,2016-05-04 02:40:00,https://math.stackexchange.com/questions/1770750/finding-all-real-roots-of-the-equation-x1-sqrtx2-x6-sqrtx7-x2
Henry,130750,Solve $ 1 + \frac{\sqrt{x+3}}{1+\sqrt{1-x}} = x + \frac{\sqrt{2x+2}}{1+\sqrt{2-2x}} $,2016-05-04 01:57:00,https://math.stackexchange.com/questions/1770721/solve-1-frac-sqrtx31-sqrt1-x-x-frac-sqrt2x21-sqrt2-2
Henry,130750,Solving a radical equation for real $x$,2016-05-04 00:02:00,https://math.stackexchange.com/questions/1770604/solving-a-radical-equation-for-real-x
Henry,130750,Straight Edge - Only Geometric Construction,2016-04-28 15:37:00,https://math.stackexchange.com/questions/1762811/straight-edge-only-geometric-construction
Henry,130750,Construction using a straight edge only,2016-04-28 09:53:00,https://math.stackexchange.com/questions/1762456/construction-using-a-straight-edge-only
Henry,130750,Solve the equation $x^3-6x-6=0$,2016-04-21 09:55:00,https://math.stackexchange.com/questions/1752535/solve-the-equation-x3-6x-6-0
Henry,130750,Find the latus rectum of the Parabola,2016-04-18 15:28:00,https://math.stackexchange.com/questions/1748106/find-the-latus-rectum-of-the-parabola
Henry,130750,Limit involving Zeta function,2016-03-24 07:04:00,https://math.stackexchange.com/questions/1711275/limit-involving-zeta-function
Henry,130750,Prove that all roots of $\sum_{r=1}^{70} \frac{1}{x-r} =\frac{5}{4} $ are real,2016-03-21 04:19:00,https://math.stackexchange.com/questions/1706736/prove-that-all-roots-of-sum-r-170-frac1x-r-frac54-are-real
Henry,130750,Fermat&#39;s Challenge of composition of numbers,2016-03-16 13:00:00,https://math.stackexchange.com/questions/1700141/fermats-challenge-of-composition-of-numbers
Henry,130750,Prove that $(mn)!$ is divisible by $(n!)\cdot(m!)^n$,2015-12-14 07:06:00,https://math.stackexchange.com/questions/1574830/prove-that-mn-is-divisible-by-n-cdotmn
Henry,130750,How many roots have modulus less than $1$?,2015-09-24 10:10:00,https://math.stackexchange.com/questions/1449426/how-many-roots-have-modulus-less-than-1
Henry,130750,Proving a Polynomial Identity,2015-09-14 03:59:00,https://math.stackexchange.com/questions/1434519/proving-a-polynomial-identity
Henry,130750,Evaluate $\lim_{n \to \infty} \int_{0}^1 [x^n + (1-x)^n ]^{1/n} \ \mathrm{d}x$,2015-07-30 16:12:00,https://math.stackexchange.com/questions/1379321/evaluate-lim-n-to-infty-int-01-xn-1-xn-1-n-mathrmdx
Henry,130750,Number of divisors of the form $(4n+1)$,2015-07-26 14:51:00,https://math.stackexchange.com/questions/1374552/number-of-divisors-of-the-form-4n1
Henry,130750,How many matches are played?,2015-07-10 10:12:00,https://math.stackexchange.com/questions/1356207/how-many-matches-are-played
Henry,130750,"Show that $p \in \left[\frac{4^m}{2\sqrt{m}},\frac{4^m}{\sqrt{2m+1}}\right]$",2015-07-07 15:03:00,https://math.stackexchange.com/questions/1352674/show-that-p-in-left-frac4m2-sqrtm-frac4m-sqrt2m1-right
Henry,130750,Product of cosines: $ \prod_{r=1}^{7} \cos \left(\frac{r\pi}{15}\right) $,2015-07-06 14:02:00,https://math.stackexchange.com/questions/1351337/product-of-cosines-prod-r-17-cos-left-fracr-pi15-right
Henry,130750,Number of ways to select subsets,2015-07-06 13:23:00,https://math.stackexchange.com/questions/1351299/number-of-ways-to-select-subsets
Henry,130750,Determine the number of subsets,2015-07-05 11:15:00,https://math.stackexchange.com/questions/1350084/determine-the-number-of-subsets
Henry,130750,Arrangement of any number of objects from $n$ objects,2015-07-04 13:54:00,https://math.stackexchange.com/questions/1349207/arrangement-of-any-number-of-objects-from-n-objects
Henry,130750,Prove by combinatorial method that $ \frac{(2m)! \cdot (2n)!}{(m)! \cdot (n)! \cdot (m+n)!} $ is an integer,2015-05-28 15:36:00,https://math.stackexchange.com/questions/1302659/prove-by-combinatorial-method-that-frac2m-cdot-2nm-cdot-n-c
Henry,130750,Solving a special Quartic Equation.,2015-05-19 20:05:00,https://math.stackexchange.com/questions/1290127/solving-a-special-quartic-equation
Henry,130750,Polynomial Functional Equation: $f(x)f(y)+2=f(x)+f(y)+f(xy)$,2015-05-19 18:27:00,https://math.stackexchange.com/questions/1289985/polynomial-functional-equation-fxfy2-fxfyfxy
Henry,130750,"Find the number of ordered pairs $(a,b)$ if $\text{lcm}(a,b)=2^3 \cdot 3^5 \cdot 11^7 $",2015-05-17 11:23:00,https://math.stackexchange.com/questions/1286166/find-the-number-of-ordered-pairs-a-b-if-textlcma-b-23-cdot-35-cdot
Henry,130750,Roots of a polynomial whose coefficients are ratios of binomial coefficients,2015-05-16 20:45:00,https://math.stackexchange.com/questions/1285406/roots-of-a-polynomial-whose-coefficients-are-ratios-of-binomial-coefficients
Henry,130750,"If $f&#39;(c) \neq \frac{f(b)-f(a)}{b-a}$, then find number of such $c$.",2015-05-16 19:44:00,https://math.stackexchange.com/questions/1285317/if-fc-neq-fracfb-fab-a-then-find-number-of-such-c
Henry,130750,Trigonometric root of a polynomial,2015-05-16 18:24:00,https://math.stackexchange.com/questions/1285202/trigonometric-root-of-a-polynomial
Henry,130750,Evaluate $\text{k}$ from the given equation,2015-04-24 06:00:00,https://math.stackexchange.com/questions/1249478/evaluate-textk-from-the-given-equation
Henry,130750,Evaluate $\lim_{n \to \infty} \int_{0}^1 \frac{n+1}{2^{n+1}} \left(\frac{(t+1)^{n+1}-(1-t)^{n+1}}{t}\right) \mathrm{d}t$,2015-04-17 10:58:00,https://math.stackexchange.com/questions/1238873/evaluate-lim-n-to-infty-int-01-fracn12n1-left-fract1
Henry,130750,How to solve $(2x^2-1)^2=2y^2 - 1$ in positive integers?,2015-02-26 14:03:00,https://math.stackexchange.com/questions/1166449/how-to-solve-2x2-12-2y2-1-in-positive-integers
Henry,130750,Quadratic residue modulo odd power of $2$,2015-02-26 07:42:00,https://math.stackexchange.com/questions/1166122/quadratic-residue-modulo-odd-power-of-2
Henry,130750,How to solve $4x^3-3z^2=y^6$ in positive integers?,2015-02-09 16:30:00,https://math.stackexchange.com/questions/1140829/how-to-solve-4x3-3z2-y6-in-positive-integers
Henry,130750,Primes as sum of squares.,2015-01-16 15:49:00,https://math.stackexchange.com/questions/1106825/primes-as-sum-of-squares
Henry,130750,Polynomial Diophantine Equation,2015-01-15 18:58:00,https://math.stackexchange.com/questions/1105701/polynomial-diophantine-equation
Henry,130750,Question about Binomial Sums,2015-01-11 16:18:00,https://math.stackexchange.com/questions/1100181/question-about-binomial-sums
Henry,130750,Pythagorean type diophantine equation.,2015-01-02 17:16:00,https://math.stackexchange.com/questions/1088695/pythagorean-type-diophantine-equation
Henry,130750,How to solve the differential equation $(2x^3y)\:\text{dy}+(1-y^2)(x^2y^2+y^2-1)\:\text{dx}=0$?,2014-12-19 06:45:00,https://math.stackexchange.com/questions/1074252/how-to-solve-the-differential-equation-2x3y-textdy1-y2x2y2y2-1
Henry,130750,Finding the value of $y=b^2(3a^2+4ab+2b^2)$ if $a^2(2a^2+4ab+3b^2)=3$ and $a$ and $b$ are distinct zeros of $x^3-2x+c$,2014-12-13 20:27:00,https://math.stackexchange.com/questions/1066745/finding-the-value-of-y-b23a24ab2b2-if-a22a24ab3b2-3-and-a-an
Henry,130750,Solve $x^7-5x^4-x^3+4x+1=0$ for $x$,2014-12-13 15:59:00,https://math.stackexchange.com/questions/1066382/solve-x7-5x4-x34x1-0-for-x
Henry,130750,Find the Locus of the Orthocenter,2014-12-07 14:48:00,https://math.stackexchange.com/questions/1055733/find-the-locus-of-the-orthocenter
Henry,130750,Evaluate $\int_{0}^{\frac{\pi}{2}} \frac{\sin^2 nx}{\sin^2 x}\text{d}x$,2014-12-02 18:58:00,https://math.stackexchange.com/questions/1048642/evaluate-int-0-frac-pi2-frac-sin2-nx-sin2-x-textdx
Henry,130750,Evaluate $\int_{0}^{\frac{\pi}{2}} \frac{\sin^2 nx}{\sin x} \text{d}x$,2014-12-02 18:10:00,https://math.stackexchange.com/questions/1048568/evaluate-int-0-frac-pi2-frac-sin2-nx-sin-x-textdx
Henry,130750,Find all the integral solutions to $x^6-y^6+3x^4y-3y^4x+y^3+3x^2+3x+1=0$,2014-11-30 13:55:00,https://math.stackexchange.com/questions/1045001/find-all-the-integral-solutions-to-x6-y63x4y-3y4xy33x23x1-0
