Username,ID,answer_id,Post Date,question_id
Philipp,579544,3772308,2020-07-28 15:36:00,3772168
Philipp,579544,3769943,2020-07-26 15:38:00,3762703
Philipp,579544,3769943,2020-07-26 15:38:00,3762703
Philipp,579544,3540504,2020-02-09 18:11:00,3540413
Philipp,579544,3540504,2020-02-09 18:11:00,3540413
Philipp,579544,3535996,2020-02-05 23:22:00,3535954
Philipp,579544,3535996,2020-02-05 23:22:00,3535954
Philipp,579544,3506453,2020-01-12 16:39:00,3506114
Philipp,579544,3506453,2020-01-12 16:39:00,3506114
Philipp,579544,3505624,2020-01-11 21:42:00,3505602
Philipp,579544,3505624,2020-01-11 21:42:00,3505602
Philipp,579544,3341934,2019-09-02 12:42:00,3341458
Philipp,579544,3341934,2019-09-02 12:42:00,3341458
Philipp,579544,3332882,2019-08-24 14:55:00,3332872
Philipp,579544,3332882,2019-08-24 14:55:00,3332872
Philipp,579544,3327893,2019-08-19 12:33:00,3327796
Philipp,579544,3327893,2019-08-19 12:33:00,3327796
Philipp,579544,3301866,2019-07-23 18:31:00,1447524
Philipp,579544,3301866,2019-07-23 18:31:00,1447524
Ray,472812,4694660,2023-05-07 21:50:00,4694626
Ray,472812,4342130,2021-12-26 02:34:00,2944665
Ray,472812,4340854,2021-12-24 00:15:00,1279873
Ray,472812,3585531,2020-03-18 14:28:00,3585526
Trần Linh,425516,2290496,2017-05-21 13:53:00,1770750
Trần Linh,425516,2227802,2017-04-10 14:56:00,2227710
User38,105227,768197,2014-04-25 02:05:00,768180
Zera,728739,3455596,2019-11-29 09:55:00,3455587
Zera,728739,3455426,2019-11-29 06:18:00,3455390
questmath,741848,3978885,2021-01-09 16:27:00,3978859
questmath,741848,3976618,2021-01-07 18:47:00,3942953
questmath,741848,3972256,2021-01-04 09:39:00,3972221
user1770201,46072,4209338,2021-07-28 16:50:00,4194796
user1770201,46072,772980,2014-04-28 16:16:00,772908
user1770201,46072,772792,2014-04-28 13:45:00,772120
user1770201,46072,763930,2014-04-22 01:36:00,763739
user1770201,46072,763482,2014-04-21 19:08:00,762985
user1770201,46072,547934,2013-11-01 13:35:00,547861
user1770201,46072,535110,2013-10-22 00:04:00,533837
user1770201,46072,523844,2013-10-12 19:53:00,518523
user1770201,46072,503766,2013-09-24 17:18:00,503732
user1770201,46072,256401,2012-12-11 17:14:00,256322
user1770201,46072,249803,2012-12-03 06:46:00,235495
user1770201,46072,228167,2012-11-03 14:30:00,222053
