Username,ID,Post Title,Post Date,Post Link
Aayush Agrawal,38940,Why is the sum of the next five sums greater than the sum of the first five in the following Arithmetic Progression?,2016-02-17 16:54:00,https://math.stackexchange.com/questions/1660123/why-is-the-sum-of-the-next-five-sums-greater-than-the-sum-of-the-first-five-in-t
Aayush Agrawal,38940,Hint: Approach for the solution of the following three equations,2016-02-17 11:44:00,https://math.stackexchange.com/questions/1659733/hint-approach-for-the-solution-of-the-following-three-equations
Aayush Agrawal,38940,Why is the answer to the following problem 3960 rather than 8580,2016-02-15 16:29:00,https://math.stackexchange.com/questions/1656882/why-is-the-answer-to-the-following-problem-3960-rather-than-8580
Aayush Agrawal,38940,"Hint: If $^{2n}C_3:^nC_3 = 12 : 1$, find n",2016-02-15 16:06:00,https://math.stackexchange.com/questions/1656837/hint-if-2nc-3nc-3-12-1-find-n
Aayush Agrawal,38940,Proof improvement for $(a^2+b^2)(c^2+d^2)(e^2+f^2)(g^2+h^2) = A^2 + B^2$ given $(a+ib)(c+id)(e+if)(g+ih) = A + iB$,2016-02-14 19:00:00,https://math.stackexchange.com/questions/1654800/proof-improvement-for-a2b2c2d2e2f2g2h2-a2-b2-given
Aayush Agrawal,38940,"Hint: If $\alpha, \beta$ are complex numbers such that $|\beta| = 1$, find $\bigl|\frac{\beta-\alpha}{1-\bar\alpha\beta}\bigr|$",2016-02-14 18:17:00,https://math.stackexchange.com/questions/1654743/hint-if-alpha-beta-are-complex-numbers-such-that-beta-1-find-big
Aayush Agrawal,38940,"How can I get the value for $\theta$ when $\cos(\theta) = \frac{\sqrt{3}-1}{2\sqrt2}$, $\sin(\theta) = \frac{\sqrt3+1}{2\sqrt2}$",2016-02-14 14:09:00,https://math.stackexchange.com/questions/1654451/how-can-i-get-the-value-for-theta-when-cos-theta-frac-sqrt3-12-sq
Aayush Agrawal,38940,How to proceed from $\cot(x)\cot(2x)-\cot(2x)\cot(3x)-\cot(3x)\cot(x) = 1$,2016-02-10 10:19:00,https://math.stackexchange.com/questions/1648904/how-to-proceed-from-cotx-cot2x-cot2x-cot3x-cot3x-cotx-1
Aayush Agrawal,38940,Hint: $\sin^2(6x)-\sin^2(4x) = \sin(2x)\sin(10x)$,2016-02-09 15:55:00,https://math.stackexchange.com/questions/1647692/hint-sin26x-sin24x-sin2x-sin10x
Aayush Agrawal,38940,Is the following proof correct for $n(n+1)(n+5) = 3X$,2016-01-30 06:26:00,https://math.stackexchange.com/questions/1632848/is-the-following-proof-correct-for-nn1n5-3x
Aayush Agrawal,38940,Solution for $\frac{8(9^n)}{8(9^n)+2(4^n)} \gt 0.99$,2016-01-27 09:31:00,https://math.stackexchange.com/questions/1628930/solution-for-frac89n89n24n-gt-0-99
Aayush Agrawal,38940,Proving russian roulette survival statistics,2016-01-25 09:36:00,https://math.stackexchange.com/questions/1626100/proving-russian-roulette-survival-statistics
Aayush Agrawal,38940,Better way of finding $P(A1 \cup A2 \cup A3)$,2016-01-21 06:33:00,https://math.stackexchange.com/questions/1620694/better-way-of-finding-pa1-cup-a2-cup-a3
Aayush Agrawal,38940,Soft question: Does Spivak encourage students to look up identities?,2016-01-19 13:48:00,https://math.stackexchange.com/questions/1618178/soft-question-does-spivak-encourage-students-to-look-up-identities
Aayush Agrawal,38940,What is the multiplication of two sigmas?,2016-01-19 13:04:00,https://math.stackexchange.com/questions/1618137/what-is-the-multiplication-of-two-sigmas
Aayush Agrawal,38940,Should I continue trying to solve Spivak or pick up a lighter book?,2016-01-17 18:23:00,https://math.stackexchange.com/questions/1615886/should-i-continue-trying-to-solve-spivak-or-pick-up-a-lighter-book
Aayush Agrawal,38940,Hint for $\sum\limits_{l\text{ odd}}\dbinom{n}{l} = \dbinom{n}{l} + \dbinom{n}{3} + ... = 2^{n-1}$,2016-01-17 09:04:00,https://math.stackexchange.com/questions/1615377/hint-for-sum-limits-l-text-odd-dbinomnl-dbinomnl-dbinomn3
Aayush Agrawal,38940,Proving that $\sum_{j=0}^n(-1)^j\binom{n}{j} = \binom{n}{0} - \binom{n}{1} + ... \pm \binom{n}{n}=0$,2016-01-17 07:55:00,https://math.stackexchange.com/questions/1615343/proving-that-sum-j-0n-1j-binomnj-binomn0-binomn1
Aayush Agrawal,38940,How is the first expression here equal to the second expression?,2016-01-16 14:47:00,https://math.stackexchange.com/questions/1614481/how-is-the-first-expression-here-equal-to-the-second-expression
Aayush Agrawal,38940,Proof for pascal&#39;s triangle consisting only of natural numbers,2016-01-14 08:49:00,https://math.stackexchange.com/questions/1611798/proof-for-pascals-triangle-consisting-only-of-natural-numbers
Aayush Agrawal,38940,Converting $(1+...+n)^2*(n+1)^3$ to $(2+...+2n)^2$,2016-01-14 07:15:00,https://math.stackexchange.com/questions/1611750/converting-1-n2n13-to-2-2n2
Aayush Agrawal,38940,Is my solution for the proof of $x^2+xy+y^2 &gt; 0$ correct?,2016-01-13 09:20:00,https://math.stackexchange.com/questions/1610497/is-my-solution-for-the-proof-of-x2xyy2-0-correct
Aayush Agrawal,38940,Is it correct to use these six cases instead of four as specified in the solutions manual for $|a+b|-|b|$,2016-01-11 08:42:00,https://math.stackexchange.com/questions/1607856/is-it-correct-to-use-these-six-cases-instead-of-four-as-specified-in-the-solutio
Aayush Agrawal,38940,"If a particular constant contains every single possible combination of numbers in it&#39;s decimal expansion, does it also contain itself?",2016-01-10 15:05:00,https://math.stackexchange.com/questions/1606874/if-a-particular-constant-contains-every-single-possible-combination-of-numbers-i
Aayush Agrawal,38940,Which of the two following solutions is correct for absolute value of this expression?,2016-01-06 08:11:00,https://math.stackexchange.com/questions/1601793/which-of-the-two-following-solutions-is-correct-for-absolute-value-of-this-expre
Aayush Agrawal,38940,Proving $x = y$ or $x = -y$ when $x^n = y^n$ and $n$ is even,2016-01-05 09:11:00,https://math.stackexchange.com/questions/1600597/proving-x-y-or-x-y-when-xn-yn-and-n-is-even
Aayush Agrawal,38940,Proof for $a &lt; b$ given $a^2&lt;b^2$,2016-01-05 06:29:00,https://math.stackexchange.com/questions/1600517/proof-for-a-b-given-a2b2
Aayush Agrawal,38940,"If there is a statement that is only true on a condition, what does it say about when the condition evaluates false?",2016-01-04 19:31:00,https://math.stackexchange.com/questions/1600001/if-there-is-a-statement-that-is-only-true-on-a-condition-what-does-it-say-about
Aayush Agrawal,38940,How is $x\lt 3$ in this following excercise$?$,2016-01-04 16:07:00,https://math.stackexchange.com/questions/1599764/how-is-x-lt-3-in-this-following-excercise
Aayush Agrawal,38940,How is substituting $-y$ for $y$ with $y \neq 0$ legal?,2016-01-04 07:59:00,https://math.stackexchange.com/questions/1599262/how-is-substituting-y-for-y-with-y-neq-0-legal
Aayush Agrawal,38940,Proving B Congruent C given AB congruent AC,2015-07-24 08:10:00,https://math.stackexchange.com/questions/1372255/proving-b-congruent-c-given-ab-congruent-ac
Aayush Agrawal,38940,Is this proof for number of divisors correct?,2015-07-17 06:39:00,https://math.stackexchange.com/questions/1364206/is-this-proof-for-number-of-divisors-correct
Aayush Agrawal,38940,Shortest distance between two given lines (Hint),2014-11-25 06:31:00,https://math.stackexchange.com/questions/1037758/shortest-distance-between-two-given-lines-hint
Aayush Agrawal,38940,Trouble with quadratic integration,2014-11-09 07:46:00,https://math.stackexchange.com/questions/1012987/trouble-with-quadratic-integration
Aayush Agrawal,38940,Unable to differentiate $\cos(x) \cos(2x) \cos(3x)$ and $\sqrt{\frac{(x-1)(x-2)}{(x-3)(x-4)(x-5)}}$,2014-09-19 08:27:00,https://math.stackexchange.com/questions/937591/unable-to-differentiate-cosx-cos2x-cos3x-and-sqrt-fracx-1x-2
Aayush Agrawal,38940,Slight help with inverse trigonometry question,2014-09-19 05:14:00,https://math.stackexchange.com/questions/937447/slight-help-with-inverse-trigonometry-question
Aayush Agrawal,38940,"Solve $\int (4x+2)\sqrt{x^2+x+1}\,dx$",2014-09-07 08:21:00,https://math.stackexchange.com/questions/922258/solve-int-4x2-sqrtx2x1-dx
Aayush Agrawal,38940,Probabilities of this blackjack hybrid,2014-06-15 11:42:00,https://math.stackexchange.com/questions/834780/probabilities-of-this-blackjack-hybrid
Aayush Agrawal,38940,Prove that $\sin^4(x)\cos^2(x) + \sin^2(x)\cos^4(x) - \sin^2(x)\cos^2(x)=0.$,2014-05-28 11:12:00,https://math.stackexchange.com/questions/812401/prove-that-sin4x-cos2x-sin2x-cos4x-sin2x-cos2x-0
Aayush Agrawal,38940,Unable to understand the following derivative example,2014-05-18 04:40:00,https://math.stackexchange.com/questions/799876/unable-to-understand-the-following-derivative-example
Aayush Agrawal,38940,Where did i go wrong in this linear inequation evaluation?,2014-04-03 16:42:00,https://math.stackexchange.com/questions/738433/where-did-i-go-wrong-in-this-linear-inequation-evaluation
Aayush Agrawal,38940,Vertices of a median through R?,2013-11-25 07:58:00,https://math.stackexchange.com/questions/580320/vertices-of-a-median-through-r
Aayush Agrawal,38940,Question having multiple answers?,2013-11-25 06:32:00,https://math.stackexchange.com/questions/580263/question-having-multiple-answers
Aayush Agrawal,38940,How can i assign velocities?,2013-11-01 05:13:00,https://math.stackexchange.com/questions/547613/how-can-i-assign-velocities
Aayush Agrawal,38940,Algebra confusion: $A^2 + B^4$?,2013-09-13 17:54:00,https://math.stackexchange.com/questions/492797/algebra-confusion-a2-b4
Aayush Agrawal,38940,Quick question regarding coordinate geometry,2013-03-22 23:43:00,https://math.stackexchange.com/questions/338381/quick-question-regarding-coordinate-geometry
Aayush Agrawal,38940,Two questions for coordinate geometry,2013-03-22 16:01:00,https://math.stackexchange.com/questions/338011/two-questions-for-coordinate-geometry
Aayush Agrawal,38940,Easy question regarding quadratic equations,2013-03-22 14:41:00,https://math.stackexchange.com/questions/337926/easy-question-regarding-quadratic-equations
Aayush Agrawal,38940,Small question regarding surface areas and volumes,2013-03-22 13:52:00,https://math.stackexchange.com/questions/337890/small-question-regarding-surface-areas-and-volumes
Aayush Agrawal,38940,Two easy questions for arithmetic progression,2013-03-22 10:04:00,https://math.stackexchange.com/questions/337772/two-easy-questions-for-arithmetic-progression
Aayush Agrawal,38940,A few questions,2013-03-22 07:08:00,https://math.stackexchange.com/questions/337677/a-few-questions
Aayush Agrawal,38940,Easy volumes question,2013-03-21 12:52:00,https://math.stackexchange.com/questions/336839/easy-volumes-question
Aayush Agrawal,38940,Two questions regarding circles,2013-03-08 06:34:00,https://math.stackexchange.com/questions/324443/two-questions-regarding-circles
Aayush Agrawal,38940,Is there any pattern in this number sequence?,2012-10-06 15:10:00,https://math.stackexchange.com/questions/208241/is-there-any-pattern-in-this-number-sequence
Aayush Agrawal,38940,Three geometry questions,2012-09-23 14:07:00,https://math.stackexchange.com/questions/201154/three-geometry-questions
Aayush Agrawal,38940,Some quick math problems I&#39;m stuck on,2012-09-23 13:55:00,https://math.stackexchange.com/questions/201150/some-quick-math-problems-im-stuck-on
Aayush Agrawal,38940,"If $x+1$ is a factor of $2x^3 + ax^2 + 2bx + 1$ then find the values of $a$ and $b$, given that $2a - 3b = 4$.",2012-09-23 12:37:00,https://math.stackexchange.com/questions/201116/if-x1-is-a-factor-of-2x3-ax2-2bx-1-then-find-the-values-of-a-and
Aayush Agrawal,38940,Trigonometric identity and roots of a polynomial.,2012-09-20 16:43:00,https://math.stackexchange.com/questions/199814/trigonometric-identity-and-roots-of-a-polynomial
Aayush Agrawal,38940,Hmm. help with a tiny statistics question please,2012-09-10 15:56:00,https://math.stackexchange.com/questions/193658/hmm-help-with-a-tiny-statistics-question-please
Aayush Agrawal,38940,Little help with some algebra,2012-09-03 11:20:00,https://math.stackexchange.com/questions/190420/little-help-with-some-algebra
Aayush Agrawal,38940,"Algebra help please, substitution method for these equations",2012-09-03 04:37:00,https://math.stackexchange.com/questions/190330/algebra-help-please-substitution-method-for-these-equations
Aayush Agrawal,38940,Small math help with polynomials,2012-09-01 10:53:00,https://math.stackexchange.com/questions/189605/small-math-help-with-polynomials
Aayush Agrawal,38940,Easy polynomials question?,2012-09-01 10:00:00,https://math.stackexchange.com/questions/189593/easy-polynomials-question
Aayush Agrawal,38940,"Two math questions, help please. Introductory geometry and trigonometry",2012-08-29 09:30:00,https://math.stackexchange.com/questions/188286/two-math-questions-help-please-introductory-geometry-and-trigonometry
Aayush Agrawal,38940,How to find $ \cot^2 a + \frac 1{\cot^2 a}$ if $\cot a + \frac 1{\cot a} = 1$ ,2012-08-28 16:20:00,https://math.stackexchange.com/questions/187974/how-to-find-cot2-a-frac-1-cot2-a-if-cot-a-frac-1-cot-a-1
Ali Mustafa,130546,Expected value of a lognormal random variable formula,2019-05-22 16:08:00,https://math.stackexchange.com/questions/3235883/expected-value-of-a-lognormal-random-variable-formula
Ali Mustafa,130546,Complex Fourier series and half-range expansions,2016-07-11 17:38:00,https://math.stackexchange.com/questions/1856177/complex-fourier-series-and-half-range-expansions
Ali Mustafa,130546,How do I calculate the Fourier sine coefficient for this function?,2015-10-19 14:13:00,https://math.stackexchange.com/questions/1487485/how-do-i-calculate-the-fourier-sine-coefficient-for-this-function
Ali Mustafa,130546,Is there a mistake in my calculations?,2015-10-16 18:38:00,https://math.stackexchange.com/questions/1483537/is-there-a-mistake-in-my-calculations
Ali Mustafa,130546,Question about structural induction and predecessor relation,2015-09-29 18:33:00,https://math.stackexchange.com/questions/1456814/question-about-structural-induction-and-predecessor-relation
Ali Mustafa,130546,Why is this implication true?,2015-08-24 07:06:00,https://math.stackexchange.com/questions/1407648/why-is-this-implication-true
Ali Mustafa,130546,Is it possible to find a vector that is orthogonal to this set?,2015-05-26 18:03:00,https://math.stackexchange.com/questions/1299825/is-it-possible-to-find-a-vector-that-is-orthogonal-to-this-set
Ali Mustafa,130546,How do I find a relation for these polynomials from a matrix?,2015-04-28 13:16:00,https://math.stackexchange.com/questions/1255892/how-do-i-find-a-relation-for-these-polynomials-from-a-matrix
Ali Mustafa,130546,Is it possible to solve this second order differential equation by hand without using complex numbers,2015-02-05 19:19:00,https://math.stackexchange.com/questions/1135334/is-it-possible-to-solve-this-second-order-differential-equation-by-hand-without
Ali Mustafa,130546,Did I find the right expression for the regular language for this FSA?,2014-12-16 15:46:00,https://math.stackexchange.com/questions/1070718/did-i-find-the-right-expression-for-the-regular-language-for-this-fsa
Ali Mustafa,130546,Is this a quadratic factor or a repeated linear factor?,2014-11-28 18:02:00,https://math.stackexchange.com/questions/1042658/is-this-a-quadratic-factor-or-a-repeated-linear-factor
Ali Mustafa,130546,Is the number of simple circuits of a particular length preserved in two isomorphic graphs?,2014-11-08 18:46:00,https://math.stackexchange.com/questions/1012332/is-the-number-of-simple-circuits-of-a-particular-length-preserved-in-two-isomorp
Ali Mustafa,130546,"Is there any way, except trial and error, to find an isomorphism for these two graphs?",2014-11-08 14:14:00,https://math.stackexchange.com/questions/1011967/is-there-any-way-except-trial-and-error-to-find-an-isomorphism-for-these-two-g
Ali Mustafa,130546,What is the correct way to divide a fraction?,2014-10-13 19:07:00,https://math.stackexchange.com/questions/972144/what-is-the-correct-way-to-divide-a-fraction
Ali Mustafa,130546,Can you easily simplify large exponents without Fermat&#39;s Little Theorem?,2014-10-08 19:47:00,https://math.stackexchange.com/questions/964197/can-you-easily-simplify-large-exponents-without-fermats-little-theorem
Ali Mustafa,130546,Need help with combinatorics problem,2014-10-06 16:53:00,https://math.stackexchange.com/questions/961011/need-help-with-combinatorics-problem
Ali Mustafa,130546,Need help to understand some terminology in discrete math,2014-09-13 08:51:00,https://math.stackexchange.com/questions/929553/need-help-to-understand-some-terminology-in-discrete-math
Ali Mustafa,130546,Need help understanding valid arguments,2014-09-09 09:14:00,https://math.stackexchange.com/questions/924740/need-help-understanding-valid-arguments
Ali Mustafa,130546,Need help differentiating two expressions,2014-09-03 20:21:00,https://math.stackexchange.com/questions/918535/need-help-differentiating-two-expressions
Ali Mustafa,130546,Need help understanding a paragraph from a book,2014-07-06 10:18:00,https://math.stackexchange.com/questions/857801/need-help-understanding-a-paragraph-from-a-book
Ali Mustafa,130546,"Can you show that the LHS equals the RHS in this equation, by showing how I can get the expression on the RHS?",2014-07-06 07:29:00,https://math.stackexchange.com/questions/857710/can-you-show-that-the-lhs-equals-the-rhs-in-this-equation-by-showing-how-i-can
Ali Mustafa,130546,"Need help transforming an expression from Kolmogorov&#39;s &quot;Mathematics: Its Content, Methods and Meaning&quot;",2014-07-05 08:14:00,https://math.stackexchange.com/questions/856868/need-help-transforming-an-expression-from-kolmogorovs-mathematics-its-content
Ali Mustafa,130546,Practical problem involving geometric series,2014-03-26 18:43:00,https://math.stackexchange.com/questions/728014/practical-problem-involving-geometric-series
Ali Mustafa,130546,Finding the coordinates of a point in a plane,2014-03-25 17:23:00,https://math.stackexchange.com/questions/726416/finding-the-coordinates-of-a-point-in-a-plane
Ali Mustafa,130546,Finding the points in a plane that are equally far away from two points outside the plane.,2014-03-24 20:19:00,https://math.stackexchange.com/questions/725229/finding-the-points-in-a-plane-that-are-equally-far-away-from-two-points-outside
Ali Mustafa,130546,Need help deciphering equation that was messed up when used on a thread online,2014-02-21 18:32:00,https://math.stackexchange.com/questions/685131/need-help-deciphering-equation-that-was-messed-up-when-used-on-a-thread-online
Amy,170752,Probability and combining random variables,2014-11-23 17:56:00,https://math.stackexchange.com/questions/1035347/probability-and-combining-random-variables
Amy,170752,finding an indefinite integral of a fraction,2014-09-18 12:28:00,https://math.stackexchange.com/questions/936436/finding-an-indefinite-integral-of-a-fraction
Amy,170752,"Indefinite integral of a rational function: $\int\frac{6x+4}{x^2+4}\,dx$",2014-09-08 15:23:00,https://math.stackexchange.com/questions/923823/indefinite-integral-of-a-rational-function-int-frac6x4x24-dx
Amy,170752,Simplifying expression and finding indefinite integral,2014-09-08 14:50:00,https://math.stackexchange.com/questions/923789/simplifying-expression-and-finding-indefinite-integral
Amy,170752,finding the tangents and coordinates,2014-08-26 23:58:00,https://math.stackexchange.com/questions/910379/finding-the-tangents-and-coordinates
Amy,170752,finding local maximum and range of function,2014-08-22 06:30:00,https://math.stackexchange.com/questions/905784/finding-local-maximum-and-range-of-function
Amy,170752,"How to show that the points $(0, 0)$ and $(\sqrt{2 \pi},−\sqrt{2 \pi})$ on the curve $e^{x + y} = \cos(xy)$ have a common tangent?",2014-08-20 14:33:00,https://math.stackexchange.com/questions/904104/how-to-show-that-the-points-0-0-and-sqrt2-pi-%e2%88%92-sqrt2-pi-on-the-c
Anastasiya-Romanova 秀,133248,How to explain this geometry problem to an 8th grader?,2017-01-26 08:04:00,https://math.stackexchange.com/questions/2114690/how-to-explain-this-geometry-problem-to-an-8th-grader
Anastasiya-Romanova 秀,133248,"Closed form of $\mathscr{R}=\int_0^{\pi/2}\sin^2x\,\ln\big(\sin^2(\tan x)\big)\,\,dx$",2014-11-04 17:14:00,https://math.stackexchange.com/questions/1006127/closed-form-of-mathscrr-int-0-pi-2-sin2x-ln-big-sin2-tan-x-big
Anastasiya-Romanova 秀,133248,The Integral of Multiple Tangent Functions,2014-11-04 11:54:00,https://math.stackexchange.com/questions/1005740/the-integral-of-multiple-tangent-functions
Anastasiya-Romanova 秀,133248,A combination integral and series resulting the inverse tangent integral,2014-11-02 21:34:00,https://math.stackexchange.com/questions/1003213/a-combination-integral-and-series-resulting-the-inverse-tangent-integral
Anastasiya-Romanova 秀,133248,"Closed form of $\displaystyle\int_{0}^{\pi/4}\int_{\pi/2}^{\pi}\frac{(\cos x-\sin x)^{y-2}}{(\cos x+\sin x)^{y+2}}\, dy\, dx$",2014-11-01 22:57:00,https://math.stackexchange.com/questions/1001785/closed-form-of-displaystyle-int-0-pi-4-int-pi-2-pi-frac-cos-x-si
Anastasiya-Romanova 秀,133248,"Show $\int_0^\infty f\left(x+\frac{1}{x}\right)\,\frac{\ln x}{x}\,dx=0$ if $f(x)$ is a bounded non-negative function",2014-11-01 18:27:00,https://math.stackexchange.com/questions/1001430/show-int-0-infty-f-leftx-frac1x-right-frac-ln-xx-dx-0-if-fx
Anastasiya-Romanova 秀,133248,"Prove $\int_0^1\frac{\ln2-\ln\left(1+x^2\right)}{1-x}\,dx=\frac{5\pi^2}{48}-\frac{\ln^22}{4}$",2014-11-01 14:54:00,https://math.stackexchange.com/questions/1001269/prove-int-01-frac-ln2-ln-left1x2-right1-x-dx-frac5-pi248-fra
Anastasiya-Romanova 秀,133248,"Evaluating $\int_0^{\frac{\pi}{2}}\ln\left(\frac{\ln^2\sin\theta}{\pi^2+\ln^2\sin\theta}\right)\,\frac{\ln\cos\theta}{\tan\theta}\,d\theta$",2014-10-22 11:25:00,https://math.stackexchange.com/questions/985686/evaluating-int-0-frac-pi2-ln-left-frac-ln2-sin-theta-pi2-ln2-si
Anastasiya-Romanova 秀,133248,Evaluating $\int_0^\infty \frac{dx}{\sqrt{x}[x^2+(1+2\sqrt{2})x+1][1-x+x^2-x^3+...+x^{50}]}$,2014-10-17 17:50:00,https://math.stackexchange.com/questions/978560/evaluating-int-0-infty-fracdx-sqrtxx212-sqrt2x11-xx2-x3
Anastasiya-Romanova 秀,133248,"Prove $\int_{0}^{\pi/2} x\csc^2(x)\arctan \left(\alpha \tan x\right)\, dx = \frac{\pi}{2}\left[\ln\frac{(1+\alpha)^{1+\alpha}}{\alpha^\alpha}\right]$",2014-10-16 13:41:00,https://math.stackexchange.com/questions/976608/prove-int-0-pi-2-x-csc2x-arctan-left-alpha-tan-x-right-dx-fra
Anastasiya-Romanova 秀,133248,Can we consider a hypergeometric function as a closed-form?,2014-10-15 11:08:00,https://math.stackexchange.com/questions/974809/can-we-consider-a-hypergeometric-function-as-a-closed-form
Anastasiya-Romanova 秀,133248,"Prove that $\int_0^1 \frac{{\rm{Li}}_2(x)\ln(1-x)\ln^2(x)}{x} \,dx=-\frac{\zeta(6)}{3}$",2014-10-12 13:02:00,https://math.stackexchange.com/questions/970106/prove-that-int-01-frac-rmli-2x-ln1-x-ln2xx-dx-frac-zeta
Anastasiya-Romanova 秀,133248,"Closed-form of $\sum_{n=1}^\infty\frac{(-1)^{n+1}}{n}\Psi_3(n+1)=-\int_0^1\frac{\ln(1+x)\ln^3 x}{1-x}\,dx$",2014-09-17 12:43:00,https://math.stackexchange.com/questions/934981/closed-form-of-sum-n-1-infty-frac-1n1n-psi-3n1-int-01-frac
Anastasiya-Romanova 秀,133248,Integral of Combination Log and Inverse Trig Function,2014-09-11 10:21:00,https://math.stackexchange.com/questions/927427/integral-of-combination-log-and-inverse-trig-function
Anastasiya-Romanova 秀,133248,Proving $\sum_{k=1}^{\infty}\frac{\sin kx}{x}=\frac{\pi-x}{2}$ for $0\le x\le 2\pi$,2014-09-10 10:29:00,https://math.stackexchange.com/questions/926123/proving-sum-k-1-infty-frac-sin-kxx-frac-pi-x2-for-0-le-x-le-2
Anastasiya-Romanova 秀,133248,"Looking for closed-forms of $\int_0^{\pi/4}\ln^2(\sin x)\,dx$ and $\int_0^{\pi/4}\ln^2(\cos x)\,dx$",2014-09-02 15:45:00,https://math.stackexchange.com/questions/917154/looking-for-closed-forms-of-int-0-pi-4-ln2-sin-x-dx-and-int-0-pi-4
Anastasiya-Romanova 秀,133248,A closed-form of product the gamma functions containing $\pi$ and $\phi$,2014-09-02 09:29:00,https://math.stackexchange.com/questions/916853/a-closed-form-of-product-the-gamma-functions-containing-pi-and-phi
Anastasiya-Romanova 秀,133248,"Prove that $\int_0^{\pi/2}\ln^2(\cos x)\,dx=\frac{\pi}{2}\ln^2 2+\frac{\pi^3}{24}$",2014-09-01 16:27:00,https://math.stackexchange.com/questions/916085/prove-that-int-0-pi-2-ln2-cos-x-dx-frac-pi2-ln2-2-frac-pi324
Anastasiya-Romanova 秀,133248,"Prove $\int_{0}^{\pi/2} \ln \left(x^{2} + (\ln\cos x)^2 \right) \, dx=\pi\ln\ln2 $",2014-08-31 18:58:00,https://math.stackexchange.com/questions/915175/prove-int-0-pi-2-ln-leftx2-ln-cos-x2-right-dx-pi-ln-ln2
Anastasiya-Romanova 秀,133248,"A closed-form of $\frac{1}{2}\int_0^\infty\left[\frac{x^2\cos x}{\cosh 2x-\cos x}-\frac{2x^2}{e^{4x}-2e^{2x}\cos x+1}\right]\,dx$",2014-08-30 19:38:00,https://math.stackexchange.com/questions/914215/a-closed-form-of-frac12-int-0-infty-left-fracx2-cos-x-cosh-2x-cos-x
Anastasiya-Romanova 秀,133248,Closed-forms of infinite series with factorial in the denominator,2014-08-30 18:49:00,https://math.stackexchange.com/questions/914176/closed-forms-of-infinite-series-with-factorial-in-the-denominator
