Username,ID,Post Title,Post Date,Post Link
Aditya ,690228,"Show that the set of connectives $\{+, \wedge\}$ is not complete, where $+$ is logical XOR",2022-11-02 20:18:00,https://math.stackexchange.com/questions/4567683/show-that-the-set-of-connectives-wedge-is-not-complete-where-is-l
Aditya ,690228,Is equality a necessary condition for anti-symmetric relation,2022-10-21 05:31:00,https://math.stackexchange.com/questions/4557973/is-equality-a-necessary-condition-for-anti-symmetric-relation
Aditya ,690228,Show that the Frobenius solution for the equation $x^2y&#39;&#39; + xy&#39; + x^2y = 0$ is $y = \sum_0^{\infty} \frac{(-1)^n x^{2n}}{2^{2n} (n!)^2}$,2022-10-19 09:23:00,https://math.stackexchange.com/questions/4556429/show-that-the-frobenius-solution-for-the-equation-x2y-xy-x2y-0-is
Aditya ,690228,Unable to understand this lemma,2022-10-16 20:24:00,https://math.stackexchange.com/questions/4554474/unable-to-understand-this-lemma
Aditya ,690228,"Prove $(\forall x (P(x) \to \exists y Q(x, y))) \to (\exists x P(x) \to \exists y Q(x, y))$",2022-10-12 16:58:00,https://math.stackexchange.com/questions/4551318/prove-forall-x-px-to-exists-y-qx-y-to-exists-x-px-to-exists
Aditya ,690228,Prove the sequent $\exists x A(x) \to \forall x B(x) \vdash \forall x (A(x) \to B(x))$,2022-10-12 13:48:00,https://math.stackexchange.com/questions/4551171/prove-the-sequent-exists-x-ax-to-forall-x-bx-vdash-forall-x-ax-to
Aditya ,690228,"Prove that $f(x) = x^3$ and $g(x) = x^2|x|$ are not linearly dependant on the interval $[-1, 1]$",2022-09-26 05:10:00,https://math.stackexchange.com/questions/4539203/prove-that-fx-x3-and-gx-x2x-are-not-linearly-dependant-on-the-in
Aditya ,690228,Let $T: M_{22} \to M_{22}$ be a linear transformation defined by $T(A) = AB-BA$,2022-06-17 20:57:00,https://math.stackexchange.com/questions/4474936/let-t-m-22-to-m-22-be-a-linear-transformation-defined-by-ta-ab-ba
Aditya ,690228,"Solve $\int_{-1}^1 z^i dz$, where the integrand denotes the principle branch $z^i = \exp(i \log z)$, $(|z|&gt;0, -\pi &lt; Arg z &lt; \pi)$ .",2022-06-03 09:44:00,https://math.stackexchange.com/questions/4464672/solve-int-11-zi-dz-where-the-integrand-denotes-the-principle-branch-z
Aditya ,690228,Show that the function $f(z) = \log (z-i)$ is analytic everywhere except the portion on $x \le 0$ on the line $y =1$.,2022-06-02 06:17:00,https://math.stackexchange.com/questions/4463839/show-that-the-function-fz-log-z-i-is-analytic-everywhere-except-the-por
Aditya ,690228,To find the linear transformation from the given data,2022-04-29 16:20:00,https://math.stackexchange.com/questions/4439233/to-find-the-linear-transformation-from-the-given-data
Aditya ,690228,How to prove range of a linear transformation is the column space of the transformation matrix?,2022-04-28 12:05:00,https://math.stackexchange.com/questions/4438246/how-to-prove-range-of-a-linear-transformation-is-the-column-space-of-the-transfo
Aditya ,690228,In the given figure each unit square is colored red or green randomly. Find the probability that none of the four 2x2 squares is monochromatic,2021-09-24 15:00:00,https://math.stackexchange.com/questions/4259195/in-the-given-figure-each-unit-square-is-colored-red-or-green-randomly-find-the
Aditya ,690228,Let$f(x)$ and $g(x)$ be 2 differentiable functions on $R$. Let $\vec v_1=f(x)i - f’(x)j$ and $\vec v_2=g(x)i + g(x)j$,2021-09-17 15:06:00,https://math.stackexchange.com/questions/4253013/letfx-and-gx-be-2-differentiable-functions-on-r-let-vec-v-1-fxi
Aditya ,690228,"If $f(x)$ is differentiable at $x\in [0,1]$ then $f’(x)$ must be bounded in [0,1]. What is the validity of this statement",2021-09-13 16:45:00,https://math.stackexchange.com/questions/4249465/if-fx-is-differentiable-at-x-in-0-1-then-f-x-must-be-bounded-in-0-1
Aditya ,690228,Find interval of $c$ such that $2e^{2x} -(c+1)e^x +2 \ge 0$ for all $x\in R$,2021-09-11 04:29:00,https://math.stackexchange.com/questions/4247238/find-interval-of-c-such-that-2e2x-c1ex-2-ge-0-for-all-x-in-r
Aditya ,690228,"Let $f(x)=2e^x + (a^2-5a+6)e^{-x} + (10a-2a^2-11)x - 3$ is increasing on values of $x$, then find number of integral values of $a$",2021-09-08 18:50:00,https://math.stackexchange.com/questions/4245357/let-fx-2ex-a2-5a6e-x-10a-2a2-11x-3-is-increasing-on-values
Aditya ,690228,Find the number of ways 66 coins can be distributed in 3 non empty piles second pile has more than first and third has more than second,2021-09-07 14:35:00,https://math.stackexchange.com/questions/4244211/find-the-number-of-ways-66-coins-can-be-distributed-in-3-non-empty-piles-second
Aditya ,690228,Finding degree of differential equation,2021-08-02 16:48:00,https://math.stackexchange.com/questions/4215162/finding-degree-of-differential-equation
Aditya ,690228,"If $f(x):[1,3]\to [-1,1]$ satisfies $\int_1^3 f(x)dx=0$, then find max value of $\int_1^3 \frac{f(x)}{x}dx$",2021-07-30 14:38:00,https://math.stackexchange.com/questions/4212934/if-fx1-3-to-1-1-satisfies-int-13-fxdx-0-then-find-max-value-of
Aditya ,690228,Find the probability that the product of 3 different natural numbers less than 25 is divisible by 4,2021-07-29 03:34:00,https://math.stackexchange.com/questions/4211721/find-the-probability-that-the-product-of-3-different-natural-numbers-less-than-2
Aditya ,690228,"There are 8 events that can be scheduled in a week, then find total number of ways that these 8 events are scheduled on exactly 6 days…[CONT]",2021-07-28 18:52:00,https://math.stackexchange.com/questions/4209458/there-are-8-events-that-can-be-scheduled-in-a-week-then-find-total-number-of-wa
Aditya ,690228,If $\phi(r) =1+\frac 12 +\frac 13… \frac 1r$ and $\sum_{r=1}^{n} (2r+1)\phi (r) =P(n)\phi(n+1)-Q(n)$. Find $P$ and $Q$.,2021-07-24 10:20:00,https://math.stackexchange.com/questions/4206092/if-phir-1-frac-12-frac-13-frac-1r-and-sum-r-1n-2r1-phi-r
Aditya ,690228,Find the number of real roots $x$ such that $\frac{x}{x+4} = \frac{5[x]-7}{7[x]-5}$,2021-07-24 03:31:00,https://math.stackexchange.com/questions/4205914/find-the-number-of-real-roots-x-such-that-fracxx4-frac5x-77x
Aditya ,690228,Find $\lim\limits_{x\to \infty} \left[\left((\frac {x+1}{x-1})^x - e^2\right)x^2\right ]$,2021-07-22 02:35:00,https://math.stackexchange.com/questions/4204453/find-lim-limits-x-to-infty-left-left-frac-x1x-1x-e2-rightx2
Aditya ,690228,"Find the number of pairs of vectors $\vec V_1 =a_1 i +b_1j + c_1k$ and $\vec V_2=a_2i+b_2j+c_2k$ such that $V_1,V_2$ are perpendicular",2021-07-06 07:21:00,https://math.stackexchange.com/questions/4191478/find-the-number-of-pairs-of-vectors-vec-v-1-a-1-i-b-1j-c-1k-and-vec-v-2
Aditya ,690228,"Find the number of $n$ digit positive integers divisible by 3 whose digits are from the set $\{2,3,7,9\}$ (with or without repetition)",2021-07-02 14:58:00,https://math.stackexchange.com/questions/4188700/find-the-number-of-n-digit-positive-integers-divisible-by-3-whose-digits-are-f
Aditya ,690228,Do roots of a polynomial with rational coefficients exist in conjugate pairs?,2021-06-24 12:19:00,https://math.stackexchange.com/questions/4181802/do-roots-of-a-polynomial-with-rational-coefficients-exist-in-conjugate-pairs
Aditya ,690228,"Let $f(x)$ be a thrice differentiable function in $[a,b]$, and $a&lt;k_1&lt;k_2&lt;k_3&lt;k_4&lt;k_5&lt;b$ and $f(a)=f(b)=-2,f(k_1)=f(k_3)=3,f(k_2)=f(k_4)=-3,f(k_5)=-1$",2021-06-01 18:31:00,https://math.stackexchange.com/questions/4158196/let-fx-be-a-thrice-differentiable-function-in-a-b-and-ak-1k-2k-3k
Aditya ,690228,"Find the number of solutions of $\ln |\sin x|=-x^2+2x$ when $x\in [0,\pi]$ and when $x\in [-\pi/2, 3\pi/2]$",2021-05-26 10:40:00,https://math.stackexchange.com/questions/4151675/find-the-number-of-solutions-of-ln-sin-x-x22x-when-x-in-0-pi-and-w
Aditya ,690228,Find the range of the function $f(x)=\arccos (x^2 \cos 1 + \sin 1 \sqrt {1-x^4})$,2021-05-21 18:26:00,https://math.stackexchange.com/questions/4146883/find-the-range-of-the-function-fx-arccos-x2-cos-1-sin-1-sqrt-1-x4
Aditya ,690228,"Let $f:[0,1]\to R$ be a continuous and differentiable function such that for any $x,y \in [0,1], xf(y)+yf(x)\le 1$, then prove the following....",2021-05-17 17:54:00,https://math.stackexchange.com/questions/4142244/let-f0-1-to-r-be-a-continuous-and-differentiable-function-such-that-for-any
Aditya ,690228,"Let $f:\mathbb R\to \mathbb R$ be a differentiable function given by $f(x)=x+\int_0^1(xy+x^2)f(y)\,dy$. Find $\int_0^1 f(x)\,dx$",2021-05-16 17:49:00,https://math.stackexchange.com/questions/4141089/let-f-mathbb-r-to-mathbb-r-be-a-differentiable-function-given-by-fx-x-in
Aditya ,690228,Find the value of $\lim_{x\to 0} \frac {(1+3x+2x^2)^{1/x} - (1+3x-2x^2)^{1/x}}{x}$,2021-05-16 13:51:00,https://math.stackexchange.com/questions/4140888/find-the-value-of-lim-x-to-0-frac-13x2x21-x-13x-2x21-xx
Aditya ,690228,Solve $\int e^{x^2+x}(4x^3+4x^2+5x+1)dx$,2021-05-15 13:19:00,https://math.stackexchange.com/questions/4139806/solve-int-ex2x4x34x25x1dx
Aditya ,690228,"If the tangent drawn to the curve $f(x)=-e^{-x}(x^2+2x+2)+x$ at $(a,f(a))$ meets the curve again at two distinct points..",2021-05-15 09:14:00,https://math.stackexchange.com/questions/4139628/if-the-tangent-drawn-to-the-curve-fx-e-xx22x2x-at-a-fa-meets
Aditya ,690228,"Let $d(n)$ denote the number of positive integers that divide $n$, including $1$ and $n$. Let $f(n)=\frac{d(n)}{n^{1/3}}$",2021-05-08 18:31:00,https://math.stackexchange.com/questions/4132111/let-dn-denote-the-number-of-positive-integers-that-divide-n-including-1
Aditya ,690228,"$f(x)=\lim_{n\to \infty} \frac{x^n+(\pi /3)^n}{x^{n-1} + (\pi/ 3)^{n-1}}$, where n is an even integer. Find $f(x)$",2021-05-07 17:07:00,https://math.stackexchange.com/questions/4130894/fx-lim-n-to-infty-fracxn-pi-3nxn-1-pi-3n-1-where
Aditya ,690228,Let P and Q are two points on curve $y=\log_{1/2}(x-\frac 12) + \log_2(\sqrt{4x^2 -4x +1})$ and P is also on $x^2+y^2=10$..,2021-04-29 14:47:00,https://math.stackexchange.com/questions/4121024/let-p-and-q-are-two-points-on-curve-y-log-1-2x-frac-12-log-2-sqrt4x
Aditya ,690228,"If $\vec a$ and $\vec b$ are such that $|\vec a\times \vec b|=2$, then find $[\vec a~~\vec b~~(\vec a\times \vec b)]$",2021-04-15 18:10:00,https://math.stackexchange.com/questions/4103601/if-vec-a-and-vec-b-are-such-that-vec-a-times-vec-b-2-then-find-v
Aditya ,690228,Let $f(x)=(x+1)(x+2)..(x+100)$ and $g(x)=f(x)f’’(x)-(f’(x))^2$. Find number of roots $n$ of $g(x)=0$,2021-04-14 07:13:00,https://math.stackexchange.com/questions/4101607/let-fx-x1x2-x100-and-gx-fxf-x-f-x2-find-number-of-r
Aditya ,690228,Find ratio of areas of triangle formed by touch points to triangle formed by centers of three circles,2021-04-07 16:58:00,https://math.stackexchange.com/questions/4093137/find-ratio-of-areas-of-triangle-formed-by-touch-points-to-triangle-formed-by-cen
Aditya ,690228,"If $\tan A, \tan B, \tan C$ are roots of $x^3-ax^2+b=0$, find $(1+\tan^2 A)(1+\tan^2B)(1+\tan^2C)$",2021-04-07 09:10:00,https://math.stackexchange.com/questions/4092564/if-tan-a-tan-b-tan-c-are-roots-of-x3-ax2b-0-find-1-tan2-a1-t
Aditya ,690228,"If $a&gt;0$, then find the minimum value of the expression $a^6+a^{-2} +a^3+a^{-4}+a^{-3} + 2^{6}$ is equal to m and holds for $a=k$, then....",2021-04-01 17:16:00,https://math.stackexchange.com/questions/4085798/if-a0-then-find-the-minimum-value-of-the-expression-a6a-2-a3a-4
Aditya ,690228,"Suppose 7 people are sitting at a round table. If three people are selecting at random, find the probability that at least two of then are together.",2021-03-26 12:02:00,https://math.stackexchange.com/questions/4077169/suppose-7-people-are-sitting-at-a-round-table-if-three-people-are-selecting-at
Aditya ,690228,"Players $P_1,P_2...P_m$ of equal skill play a game consecutively in pairs",2021-03-23 12:59:00,https://math.stackexchange.com/questions/4073245/players-p-1-p-2-p-m-of-equal-skill-play-a-game-consecutively-in-pairs
Aditya ,690228,"There are two German couples, two Japanese couples and one unmarried person",2021-03-22 06:44:00,https://math.stackexchange.com/questions/4071619/there-are-two-german-couples-two-japanese-couples-and-one-unmarried-person
Aditya ,690228,"Consider the inequality $9-x^2&gt;|x-a|$ where $a$ is real, then find set of values for $a$ such that at least one negative solution exists",2021-03-17 06:29:00,https://math.stackexchange.com/questions/4065060/consider-the-inequality-9-x2x-a-where-a-is-real-then-find-set-of-values
Aditya ,690228,Let f(x) be a non constant thrice differentiable function such $f(x)=f(6-x)$ and $f’(0) =0 = f’(2)=f’(5)$. Find minimum number of roots,2021-03-15 14:09:00,https://math.stackexchange.com/questions/4062691/let-fx-be-a-non-constant-thrice-differentiable-function-such-fx-f6-x-and
Aditya ,690228,Evaluate $\lim_{x\to \infty} \frac{ \cot^{-1} (\sqrt {x+1} -\sqrt x}{\sec^{-1} (\frac{2x+1}{x-1})^x}$,2021-03-15 13:55:00,https://math.stackexchange.com/questions/4062678/evaluate-lim-x-to-infty-frac-cot-1-sqrt-x1-sqrt-x-sec-1
Aditya ,690228,"Let relation $R=\{(1,1), (2,2), (3,3), (1,2), (2,1), (2,3) (3,2)\}$ be defined on $A=\{n:3^n&gt;4^{n-1}\}$. Find type of relation.",2021-03-15 12:48:00,https://math.stackexchange.com/questions/4062625/let-relation-r-1-1-2-2-3-3-1-2-2-1-2-3-3-2-be-defined-o
Aditya ,690228,"In how many ways 6 coins can be chosen out of 20 coins of type A, 10 of type of B and 7 of type C?",2021-03-15 06:07:00,https://math.stackexchange.com/questions/4062336/in-how-many-ways-6-coins-can-be-chosen-out-of-20-coins-of-type-a-10-of-type-of
Aditya ,690228,"If $x^n=a_0+a_1(1+x)+\ldots+a_n(1+x)^n=b_0 + b_1(1-x)+\ldots+b_n(1-x)^n$, then for $n=101$, find $(a_{50},b_{50})$",2021-03-14 06:00:00,https://math.stackexchange.com/questions/4061137/if-xn-a-0a-11x-ldotsa-n1xn-b-0-b-11-x-ldotsb-n1-xn-then-f
Aditya ,690228,"Let S be the set of all triangles in the xy plane, each having one vertex at the origin and the other two vertices lie on the coordinate..",2021-03-10 07:06:00,https://math.stackexchange.com/questions/4056010/let-s-be-the-set-of-all-triangles-in-the-xy-plane-each-having-one-vertex-at-the
Aditya ,690228,"Let $X=\{1,2,3,4,5\}$. Find the number of ordered pairs $(Y,Z)$ such that $Y, Z\subset X$ and $Y\cap Z=\emptyset$",2021-03-09 08:55:00,https://math.stackexchange.com/questions/4054711/let-x-1-2-3-4-5-find-the-number-of-ordered-pairs-y-z-such-that-y-z
Aditya ,690228,"Find the number of 3 element sets of positive integers $\{a,b,c\}$ such that $abc=2310$",2021-03-08 17:35:00,https://math.stackexchange.com/questions/4053944/find-the-number-of-3-element-sets-of-positive-integers-a-b-c-such-that-ab
Aditya ,690228,In how many ways can 10 different objects be distributed among 3 children of different ages such that each child receives at least ..,2021-03-08 16:32:00,https://math.stackexchange.com/questions/4053895/in-how-many-ways-can-10-different-objects-be-distributed-among-3-children-of-dif
Aditya ,690228,Dividing 10 students into three groups,2021-03-08 04:20:00,https://math.stackexchange.com/questions/4053314/dividing-10-students-into-three-groups
Aditya ,690228,"There are 10 speakers in a conference $S_1, S_2..S_{10}$ and $S_1$ speaks only after $S_2$ has spoken...",2021-03-08 04:11:00,https://math.stackexchange.com/questions/4053306/there-are-10-speakers-in-a-conference-s-1-s-2-s-10-and-s-1-speaks-only-a
Aditya ,690228,"Let $f(x)$ be an invertible function and $x\in [1,5]$. Let g be the inverse of f such that $g(3)=1$ and $g(6)=5$, then find..",2021-03-07 08:44:00,https://math.stackexchange.com/questions/4052188/let-fx-be-an-invertible-function-and-x-in-1-5-let-g-be-the-inverse-of-f
Aditya ,690228,"2 numbers are chosen from $1,3,5..151$ and multiplied in all possible ways. Find number of ways such that product is a multiple of 5",2021-03-04 18:05:00,https://math.stackexchange.com/questions/4049040/2-numbers-are-chosen-from-1-3-5-151-and-multiplied-in-all-possible-ways-find
Aditya ,690228,"Find the total number of positive integral solutions for $x,y,z$ such that $xyz=24$",2021-03-04 17:41:00,https://math.stackexchange.com/questions/4049001/find-the-total-number-of-positive-integral-solutions-for-x-y-z-such-that-xyz
Aditya ,690228,"If the mirror image of $P(a,6,9)$ with respect to line $\frac{x-3}{7} =\frac{y-2}{5}=\frac{z-1}{-9}$..",2021-03-04 03:38:00,https://math.stackexchange.com/questions/4048130/if-the-mirror-image-of-pa-6-9-with-respect-to-line-fracx-37-fracy-2
Aditya ,690228,"Tangents are drawn from the point $P(-2,6)$ to the parabola $y^2=8x$ and meet it at A and B. Find locus of centre of circle with AB as diameter",2021-03-04 03:13:00,https://math.stackexchange.com/questions/4048110/tangents-are-drawn-from-the-point-p-2-6-to-the-parabola-y2-8x-and-meet-it
Aditya ,690228,Prove that the algebraic sum of the ordinates of intersection of a circle and a parabola is 0,2021-03-03 14:39:00,https://math.stackexchange.com/questions/4047225/prove-that-the-algebraic-sum-of-the-ordinates-of-intersection-of-a-circle-and-a
Aditya ,690228,"For given line, find the locus of foot of perpendicular from origin",2021-03-03 06:46:00,https://math.stackexchange.com/questions/4046847/for-given-line-find-the-locus-of-foot-of-perpendicular-from-origin
Aditya ,690228,"Find the probability that two randomly selected subsets of $\{1,2,3,4,5\}$ have exactly 2 elements common in their intersection",2021-03-03 03:26:00,https://math.stackexchange.com/questions/4046685/find-the-probability-that-two-randomly-selected-subsets-of-1-2-3-4-5-have
Aditya ,690228,"For integers $n,r$, let $\binom nr = \begin {cases} \binom nr &amp; n\ge r\ge 0 \\ 0 &amp; \text{otherwise} \end {cases}$",2021-03-02 16:25:00,https://math.stackexchange.com/questions/4046009/for-integers-n-r-let-binom-nr-begin-cases-binom-nr-n-ge-r-ge-0-0
Aditya ,690228,"The students $S_1, S_2,...S_{10}$ are divided into 3 groups A, B and C",2021-03-02 16:17:00,https://math.stackexchange.com/questions/4045999/the-students-s-1-s-2-s-10-are-divided-into-3-groups-a-b-and-c
Aditya ,690228,"2 numbers are chosen at random from set $\{1,2,3..5n\}$ (without replacement). Find the probability that $n_1^4-n_2^4$ is divisible by 5",2021-02-28 13:31:00,https://math.stackexchange.com/questions/4043196/2-numbers-are-chosen-at-random-from-set-1-2-3-5n-without-replacement-f
Aditya ,690228,"A bag contains 4 red, 5 white and 6 black balls. 3 balls are selected simultaneously. Find the probability that one of colour is missing.",2021-02-28 03:26:00,https://math.stackexchange.com/questions/4042752/a-bag-contains-4-red-5-white-and-6-black-balls-3-balls-are-selected-simultaneo
Aditya ,690228,"Find the number of positive integer pairs $(x,y)$ such that $\frac 1x + \frac 1y=\frac{1}{2007}$ such that $x&lt;y$",2021-02-27 17:31:00,https://math.stackexchange.com/questions/4042241/find-the-number-of-positive-integer-pairs-x-y-such-that-frac-1x-frac-1y
Aditya ,690228,"AFind the number of rational numbers lying in the interval $(2002,2003)$ all whose digits after decimal point are non zero and in decreasing order.",2021-02-27 15:15:00,https://math.stackexchange.com/questions/4042095/afind-the-number-of-rational-numbers-lying-in-the-interval-2002-2003-all-who
Aditya ,690228,"Find the sum of all 5 digit numbers formed using $\{0,1,2,3,4\}$",2021-02-27 15:08:00,https://math.stackexchange.com/questions/4042089/find-the-sum-of-all-5-digit-numbers-formed-using-0-1-2-3-4
Aditya ,690228,Find number of terms and coefficient of $x^5$ in $(1+x+x^2)^7$,2021-02-27 12:13:00,https://math.stackexchange.com/questions/4041935/find-number-of-terms-and-coefficient-of-x5-in-1xx27
Aditya ,690228,Let $u_n=\sum_{r=0}^n (-1)^r \frac{\binom nr}{x+r}$ at $x=2$. Then find the sum to infinity of $u_1+u_2..$,2021-02-27 09:47:00,https://math.stackexchange.com/questions/4041829/let-u-n-sum-r-0n-1r-frac-binom-nrxr-at-x-2-then-find-the-sum
Aditya ,690228,Find the plane containing line $\frac{x-3}{2} = \frac{y+2}{2} =\frac{z-1}{3}$ and also contains its projection on the plane $2x+3y-z=5$,2021-02-22 05:09:00,https://math.stackexchange.com/questions/4035010/find-the-plane-containing-line-fracx-32-fracy22-fracz-13-an
Aditya ,690228,Word problems based on probability theory,2021-02-21 07:33:00,https://math.stackexchange.com/questions/4033930/word-problems-based-on-probability-theory
Aditya ,690228,"Consider the set $A=\{1,2,3,4,5\}$. Find the number of functions from $A\to A$ such that $f(i)\not =i$",2021-02-18 17:43:00,https://math.stackexchange.com/questions/4030745/consider-the-set-a-1-2-3-4-5-find-the-number-of-functions-from-a-to-a-s
Aditya ,690228,Find the sum $|\cos \frac{2\pi}{7} + \cos \frac{ 4\pi}{7} +\dots+\cos \frac{12\pi}{7}|$,2021-02-18 04:50:00,https://math.stackexchange.com/questions/4030070/find-the-sum-cos-frac2-pi7-cos-frac-4-pi7-dots-cos-frac12-p
Aditya ,690228,Prove that $\sum_{r=0}^{n} r \binom{n}{r}^2 = \frac{n}{2} \binom {2n}{n}$,2021-02-18 04:01:00,https://math.stackexchange.com/questions/4030033/prove-that-sum-r-0n-r-binomnr2-fracn2-binom-2nn
Aditya ,690228,Two aeroplanes $1$ and $2$ bomb a target in succession. Probability of $1$ and $2$ hitting correctly are $0.3$ and $0.2$.,2021-02-17 06:02:00,https://math.stackexchange.com/questions/4028805/two-aeroplanes-1-and-2-bomb-a-target-in-succession-probability-of-1-and
Aditya ,690228,Let the focus S of parabola divide one of its focal chord in the ratio 2:1. If the tangent at Q cuts directrix at R such that RQ=6...,2021-02-13 07:40:00,https://math.stackexchange.com/questions/4024078/let-the-focus-s-of-parabola-divide-one-of-its-focal-chord-in-the-ratio-21-if-t
Aditya ,690228,Find range of $f(x)=\sqrt {2\{x\} -\{x\}^2} -\frac 34$,2021-02-12 14:19:00,https://math.stackexchange.com/questions/4023117/find-range-of-fx-sqrt-2-x-x-2-frac-34
Aditya ,690228,Find $a$ if $y=f(x)$ satisfies $y-x\frac{dy}{dx} = a(y^2 +\frac{dy}{dx})$,2021-02-10 08:52:00,https://math.stackexchange.com/questions/4020107/find-a-if-y-fx-satisfies-y-x-fracdydx-ay2-fracdydx
Aditya ,690228,Find number of elements in the required set,2021-02-09 18:45:00,https://math.stackexchange.com/questions/4019344/find-number-of-elements-in-the-required-set
Aditya ,690228,How does family of curves formula exactly work?,2021-02-08 09:44:00,https://math.stackexchange.com/questions/4017369/how-does-family-of-curves-formula-exactly-work
Aditya ,690228,",For $y=x^2+1$ and $x=y^2+1$, if PQ is the shortest distance and R,S are points of contact of common tangent, find area PQRS.",2021-02-07 12:48:00,https://math.stackexchange.com/questions/4016199/for-y-x21-and-x-y21-if-pq-is-the-shortest-distance-and-r-s-are-points
Aditya ,690228,Let $(2x^2 +3x+4)^{10} = \sum _{r=0}^{20} a_rx^r$. Then find $\frac{a_7}{a_{13}}$,2021-02-07 03:19:00,https://math.stackexchange.com/questions/4015776/let-2x2-3x410-sum-r-020-a-rxr-then-find-fraca-7a-13
Aditya ,690228,"Circle of radius 1 is inscribed in an equilateral triangle PQR. The point of contacts of C with PQ, QR, RP are D,E,F....",2021-02-06 11:27:00,https://math.stackexchange.com/questions/4014899/circle-of-radius-1-is-inscribed-in-an-equilateral-triangle-pqr-the-point-of-con
Aditya ,690228,"Let $f$ be a function defined by $f(x)= $\begin{cases} (x-r)^2&amp;r-1\le x &lt;r+1 \\ 1 &amp; r+1\le x &lt;r+2 \end{cases}$, where....",2021-02-04 03:25:00,https://math.stackexchange.com/questions/4011917/let-f-be-a-function-defined-by-fx-begincases-x-r2r-1-le-x-r1
Aditya ,690228,Find $\lim_{n\to \infty} \left [\tan \frac{\pi}{2n}\tan \frac{2\pi}{2n}..\tan \frac{n\pi}{2n}\right]^{1/n}$,2021-02-04 03:00:00,https://math.stackexchange.com/questions/4011895/find-lim-n-to-infty-left-tan-frac-pi2n-tan-frac2-pi2n-tan-f
Aditya ,690228,"Numbers are formed using the digits $1,1,2,2,2,2,3,4,4$ taken all at a ...",2021-02-01 09:27:00,https://math.stackexchange.com/questions/4007936/numbers-are-formed-using-the-digits-1-1-2-2-2-2-3-4-4-taken-all-at-a
Aditya ,690228,"Let $X$ be a set of $5$ elements. Find the number of ordered pairs $(A,B)$ of subsets of $X$ such that $A, B\neq \emptyset$ and $A\cap B=\emptyset$",2021-01-30 13:26:00,https://math.stackexchange.com/questions/4005669/let-x-be-a-set-of-5-elements-find-the-number-of-ordered-pairs-a-b-of-su
Aditya ,690228,"For any real number $r$ let $A_r=e^{i\pi r n}$, then check if $A_r$ is a finite set of $r=\frac{1}{\pi}, 0.3, 1$",2021-01-27 13:59:00,https://math.stackexchange.com/questions/4001933/for-any-real-number-r-let-a-r-ei-pi-r-n-then-check-if-a-r-is-a-finite
Aditya ,690228,Evaluate $\lim_{x\to -\infty} \sqrt {4x^2-x} +2x$,2021-01-26 13:29:00,https://math.stackexchange.com/questions/4000493/evaluate-lim-x-to-infty-sqrt-4x2-x-2x
Aditya ,690228,"For the given function $f(x)=\frac{1}{\sqrt {1+x}} +\frac{1}{\sqrt {1+a}} + \sqrt{\frac{ax}{ax+8}}$, prove that $1&lt;f(x)&lt;2$ for positive a and $x\ge 0$",2021-01-23 06:25:00,https://math.stackexchange.com/questions/3996338/for-the-given-function-fx-frac1-sqrt-1x-frac1-sqrt-1a-sqr
